from,to,n
Refugio County,Martin County,0
Refugio County,Jackson County,15
Refugio County,San Patricio County,106
Refugio County,Falls County,0
Refugio County,Sterling County,0
Refugio County,Gillespie County,0
Refugio County,Carson County,0
Refugio County,Dickens County,0
Refugio County,Dimmit County,0
Refugio County,Bastrop County,0
Refugio County,Coke County,0
Refugio County,Medina County,0
Refugio County,Menard County,0
Refugio County,Ochiltree County,0
Refugio County,Bexar County,0
Refugio County,Floyd County,0
Refugio County,Brooks County,0
Refugio County,Irion County,0
Refugio County,Cochran County,0
Refugio County,Kerr County,0
Refugio County,Marion County,0
Refugio County,Moore County,0
Refugio County,Maverick County,0
Refugio County,Nueces County,244
Refugio County,Briscoe County,0
Refugio County,Austin County,0
Refugio County,Hockley County,0
Refugio County,Swisher County,0
Refugio County,Childress County,0
Refugio County,Kaufman County,0
Refugio County,Foard County,0
Refugio County,Schleicher County,0
Refugio County,Edwards County,0
Refugio County,Hamilton County,0
Refugio County,Potter County,0
Refugio County,Trinity County,0
Refugio County,Hudspeth County,0
Refugio County,Brazoria County,10
Refugio County,Montague County,0
Refugio County,Tyler County,0
Refugio County,Burleson County,0
Refugio County,Llano County,0
Refugio County,Grimes County,0
Refugio County,Hansford County,0
Refugio County,Orange County,0
Refugio County,Harris County,20
Refugio County,Nacogdoches County,0
Refugio County,Shackelford County,0
Refugio County,Sutton County,0
Refugio County,Young County,0
Refugio County,Fayette County,0
Refugio County,Hood County,0
Refugio County,Hopkins County,0
Refugio County,Karnes County,24
Refugio County,Lubbock County,0
Refugio County,Coleman County,0
Refugio County,Washington County,0
Refugio County,Webb County,0
Refugio County,Wise County,0
Refugio County,Fisher County,0
Refugio County,Oldham County,0
Refugio County,Williamson County,0
Refugio County,Armstrong County,0
Refugio County,Frio County,0
Refugio County,Erath County,0
Refugio County,Stonewall County,0
Refugio County,Anderson County,0
Refugio County,Duval County,0
Refugio County,Comal County,0
Refugio County,Hall County,0
Refugio County,Hardeman County,0
Refugio County,Collin County,0
Refugio County,Motley County,0
Refugio County,Concho County,0
Refugio County,Dawson County,0
Refugio County,Kent County,0
Refugio County,San Augustine County,0
Refugio County,Wood County,0
Refugio County,Garza County,0
Refugio County,Culberson County,0
Refugio County,Henderson County,0
Refugio County,Presidio County,0
Refugio County,Reeves County,0
Refugio County,Delta County,0
Refugio County,Real County,0
Refugio County,Gaines County,0
Refugio County,Archer County,0
Refugio County,Glasscock County,0
Refugio County,Madison County,0
Refugio County,Mitchell County,0
Refugio County,Castro County,0
Refugio County,Kleberg County,0
Refugio County,Cottle County,0
Refugio County,Kimble County,0
Refugio County,Loving County,0
Refugio County,Jones County,0
Refugio County,Reagan County,0
Refugio County,Hunt County,0
Refugio County,Houston County,0
Refugio County,Baylor County,0
Refugio County,Leon County,0
Refugio County,San Saba County,0
Refugio County,Crosby County,0
Refugio County,Howard County,0
Refugio County,Upshur County,0
Refugio County,Wilbarger County,0
Refugio County,Waller County,0
Refugio County,Kendall County,0
Refugio County,Johnson County,0
Refugio County,Cherokee County,0
Refugio County,Pecos County,0
Refugio County,Jefferson County,0
Refugio County,Lavaca County,0
Refugio County,Harrison County,0
Refugio County,Jeff Davis County,0
Refugio County,Midland County,9
Refugio County,Tom Green County,0
Refugio County,Bell County,3
Refugio County,Wheeler County,0
Refugio County,Runnels County,0
Refugio County,Galveston County,0
Refugio County,Bosque County,0
Refugio County,Milam County,0
Refugio County,Polk County,0
Refugio County,Ward County,0
Refugio County,Rusk County,0
Refugio County,Val Verde County,0
Refugio County,Fannin County,0
Refugio County,Deaf Smith County,0
Refugio County,Eastland County,0
Refugio County,Lampasas County,0
Refugio County,Newton County,0
Sabine County,Gregg County,0
Sabine County,Borden County,0
Sabine County,Gonzales County,0
Sabine County,Caldwell County,0
Sabine County,Willacy County,0
Sabine County,Jim Wells County,0
Sabine County,Kinney County,0
Sabine County,Camp County,0
Sabine County,Liberty County,0
Sabine County,Haskell County,0
Sabine County,San Jacinto County,0
Sabine County,Wilson County,0
Sabine County,DeWitt County,0
Sabine County,Aransas County,0
Sabine County,McMullen County,0
Sabine County,Hutchinson County,0
Sabine County,La Salle County,0
Sabine County,Atascosa County,0
Sabine County,Zapata County,0
Sabine County,Brown County,0
Sabine County,Mills County,0
Sabine County,Donley County,0
Sabine County,Guadalupe County,0
Sabine County,Cooke County,0
Sabine County,Parker County,0
Sabine County,Randall County,0
Sabine County,Burnet County,0
Sabine County,Freestone County,0
Sabine County,Crane County,0
Sabine County,Bailey County,0
Sabine County,Blanco County,0
Sabine County,Ector County,0
Sabine County,Hill County,0
Sabine County,Refugio County,0
Sabine County,Sabine County,1665
Sabine County,Denton County,0
Sabine County,Goliad County,0
Sabine County,Navarro County,0
Sabine County,Comanche County,0
Sabine County,Throckmorton County,0
Sabine County,Uvalde County,0
Sabine County,Nolan County,0
Sabine County,Hale County,0
Sabine County,Smith County,0
Sabine County,Lipscomb County,0
Sabine County,Titus County,0
Sabine County,Jack County,0
Sabine County,Montgomery County,0
Sabine County,Wichita County,0
Sabine County,Lamb County,0
Sabine County,Angelina County,121
Sabine County,Starr County,0
Sabine County,Hemphill County,0
Sabine County,Bandera County,0
Sabine County,Jasper County,186
Sabine County,Palo Pinto County,0
Sabine County,Zavala County,0
Sabine County,Clay County,0
Sabine County,Victoria County,0
Sabine County,Hartley County,0
Sabine County,McCulloch County,0
Sabine County,Ellis County,0
Sabine County,Fort Bend County,0
Sabine County,Rains County,0
Sabine County,Lynn County,0
Sabine County,Stephens County,0
Sabine County,Red River County,0
Sabine County,Terry County,0
Sabine County,Brewster County,0
Sabine County,Limestone County,0
Sabine County,Travis County,0
Sabine County,Upton County,0
Sabine County,Bowie County,0
Sabine County,Knox County,0
Sabine County,Somervell County,0
Sabine County,Sherman County,0
Sabine County,Winkler County,0
Sabine County,Andrews County,0
Sabine County,Matagorda County,0
Sabine County,Coryell County,0
Sabine County,Colorado County,0
Sabine County,Callahan County,0
Sabine County,Morris County,0
Sabine County,Bee County,0
Sabine County,Franklin County,0
Sabine County,Cass County,0
Sabine County,Taylor County,0
Sabine County,McLennan County,0
Sabine County,Wharton County,0
Sabine County,Robertson County,0
Sabine County,Cameron County,0
Sabine County,Van Zandt County,0
Sabine County,Yoakum County,0
Sabine County,Crockett County,0
Sabine County,Panola County,0
Sabine County,Terrell County,0
Sabine County,Lee County,0
Sabine County,Walker County,0
Sabine County,Hidalgo County,0
Sabine County,Collingsworth County,0
Sabine County,Lamar County,0
Sabine County,Live Oak County,12
Sabine County,Jim Hogg County,0
Sabine County,Dallam County,0
Sabine County,Dallas County,0
Sabine County,Gray County,0
Sabine County,Chambers County,0
Sabine County,Hardin County,0
Sabine County,Roberts County,0
Sabine County,Scurry County,0
Sabine County,Rockwall County,0
Sabine County,Brazos County,0
Sabine County,Calhoun County,16
Sabine County,King County,0
Sabine County,Grayson County,0
Sabine County,Mason County,0
Sabine County,Parmer County,0
Sabine County,Shelby County,48
Sabine County,El Paso County,8
Sabine County,Hays County,0
Sabine County,Tarrant County,0
Sabine County,Kenedy County,0
Sabine County,Martin County,0
Sabine County,Jackson County,0
Sabine County,San Patricio County,0
Sabine County,Falls County,0
Sabine County,Sterling County,0
Sabine County,Gillespie County,0
Sabine County,Carson County,0
Sabine County,Dickens County,0
Sabine County,Dimmit County,0
Sabine County,Bastrop County,0
Sabine County,Coke County,0
Sabine County,Medina County,0
Sabine County,Menard County,0
Sabine County,Ochiltree County,0
Sabine County,Bexar County,0
Sabine County,Floyd County,0
Sabine County,Brooks County,0
Sabine County,Irion County,0
Sabine County,Cochran County,0
Sabine County,Kerr County,0
Sabine County,Marion County,0
Sabine County,Moore County,0
Sabine County,Maverick County,0
Sabine County,Nueces County,0
Sabine County,Briscoe County,0
Sabine County,Austin County,0
Sabine County,Hockley County,0
Sabine County,Swisher County,0
Sabine County,Childress County,0
Sabine County,Kaufman County,0
Sabine County,Foard County,0
Sabine County,Schleicher County,0
Sabine County,Edwards County,0
Sabine County,Hamilton County,0
Sabine County,Potter County,0
Sabine County,Trinity County,0
Sabine County,Hudspeth County,0
Sabine County,Brazoria County,11
Sabine County,Montague County,0
Sabine County,Tyler County,0
Sabine County,Burleson County,0
Sabine County,Llano County,0
Sabine County,Grimes County,0
Sabine County,Hansford County,0
Sabine County,Orange County,15
Sabine County,Harris County,89
Sabine County,Nacogdoches County,22
Sabine County,Shackelford County,0
Sabine County,Sutton County,0
Sabine County,Young County,0
Sabine County,Fayette County,0
Sabine County,Hood County,0
Sabine County,Hopkins County,0
Sabine County,Karnes County,0
Sabine County,Lubbock County,0
Sabine County,Coleman County,0
Sabine County,Washington County,0
Sabine County,Webb County,0
Sabine County,Wise County,0
Sabine County,Fisher County,0
Sabine County,Oldham County,0
Sabine County,Williamson County,0
Sabine County,Armstrong County,0
Sabine County,Frio County,0
Sabine County,Erath County,0
Sabine County,Stonewall County,0
Sabine County,Anderson County,0
Sabine County,Duval County,0
Sabine County,Comal County,0
Sabine County,Hall County,0
Sabine County,Hardeman County,0
Sabine County,Collin County,4
Sabine County,Motley County,0
Sabine County,Concho County,0
Sabine County,Dawson County,0
Sabine County,Kent County,0
Sabine County,San Augustine County,108
Sabine County,Wood County,0
Sabine County,Garza County,0
Sabine County,Culberson County,0
Sabine County,Henderson County,0
Sabine County,Presidio County,0
Sabine County,Reeves County,0
Sabine County,Delta County,0
Sabine County,Real County,0
Sabine County,Gaines County,0
Sabine County,Archer County,0
Sabine County,Glasscock County,0
Sabine County,Madison County,0
Sabine County,Mitchell County,0
Sabine County,Castro County,0
Sabine County,Kleberg County,0
Sabine County,Cottle County,0
Sabine County,Kimble County,0
Sabine County,Loving County,0
Sabine County,Jones County,0
Sabine County,Reagan County,0
Sabine County,Hunt County,0
Sabine County,Houston County,0
Sabine County,Baylor County,0
Sabine County,Leon County,0
Sabine County,San Saba County,0
Sabine County,Crosby County,0
Sabine County,Howard County,0
Sabine County,Upshur County,0
Sabine County,Wilbarger County,0
Sabine County,Waller County,0
Sabine County,Kendall County,0
Sabine County,Johnson County,0
Sabine County,Cherokee County,0
Sabine County,Pecos County,0
Sabine County,Jefferson County,81
Sabine County,Lavaca County,0
Sabine County,Harrison County,0
Sabine County,Jeff Davis County,0
Sabine County,Midland County,3
Sabine County,Tom Green County,0
Sabine County,Bell County,16
Sabine County,Wheeler County,0
Sabine County,Runnels County,0
Sabine County,Galveston County,0
Sabine County,Bosque County,0
Sabine County,Milam County,0
Sabine County,Polk County,5
Sabine County,Ward County,0
Sabine County,Rusk County,0
Sabine County,Val Verde County,0
Sabine County,Fannin County,0
Sabine County,Deaf Smith County,0
Sabine County,Eastland County,0
Sabine County,Lampasas County,0
Sabine County,Newton County,1
Denton County,Gregg County,32
Denton County,Borden County,0
Denton County,Gonzales County,9
Denton County,Caldwell County,0
Denton County,Willacy County,0
Denton County,Jim Wells County,0
Denton County,Kinney County,0
Denton County,Camp County,0
Denton County,Liberty County,0
Denton County,Haskell County,0
Denton County,San Jacinto County,0
Denton County,Wilson County,0
Denton County,DeWitt County,0
Denton County,Aransas County,0
Denton County,McMullen County,0
Denton County,Hutchinson County,11
Denton County,La Salle County,0
Denton County,Atascosa County,0
Denton County,Zapata County,0
Denton County,Brown County,0
Denton County,Mills County,0
Denton County,Donley County,0
Denton County,Guadalupe County,23
Denton County,Cooke County,1427
Denton County,Parker County,336
Denton County,Randall County,14
Denton County,Burnet County,0
Denton County,Freestone County,8
Denton County,Crane County,0
Denton County,Bailey County,0
Denton County,Blanco County,0
Denton County,Ector County,14
Denton County,Hill County,0
Denton County,Refugio County,0
Denton County,Sabine County,71
Denton County,Denton County,178537
Denton County,Goliad County,0
Denton County,Navarro County,70
Denton County,Comanche County,0
Denton County,Throckmorton County,22
Denton County,Uvalde County,0
Denton County,Nolan County,0
Denton County,Hale County,0
Denton County,Smith County,51
Denton County,Lipscomb County,0
Denton County,Titus County,6
Denton County,Jack County,0
Denton County,Montgomery County,34
Denton County,Wichita County,103
Denton County,Lamb County,0
Denton County,Angelina County,5
Denton County,Starr County,28
Denton County,Hemphill County,39
Denton County,Bandera County,0
Denton County,Jasper County,0
Denton County,Palo Pinto County,27
Denton County,Zavala County,0
